date,hour,icon,summary,temperature,apparentTemperature,cloudCover,dewPoint,humidity,precipIntensity,precipProbability,pressure,visibility,windBearing
2017-07-22,0,partly-cloudy-night,Partly Cloudy,23.7,23.7,0.31,5.93,0.32,0,0,1009.52,16.09,258
2017-07-22,1,partly-cloudy-night,Partly Cloudy,21.28,21.28,0.31,5.38,0.35,0,0,1010.23,16.09,319
2017-07-22,2,partly-cloudy-night,Partly Cloudy,19.78,19.78,0.31,5.63,0.4,0,0,1010.73,15.59,328
2017-07-22,3,clear-night,Clear,18.49,18.49,0,5.78,0.43,0,0,1011.21,15.85,353
2017-07-22,4,clear-night,Clear,17.65,17.65,,5.91,0.46,0,0,1011.88,16.09,331
2017-07-22,5,partly-cloudy-night,Partly Cloudy,16.64,16.64,0.31,6.14,0.5,0,0,1012.11,15.47,13
2017-07-22,6,partly-cloudy-night,Mostly Cloudy,16.39,16.39,0.75,5.79,0.5,0,0,1012.75,14.55,5
2017-07-22,7,partly-cloudy-night,Partly Cloudy,17.27,17.27,0.31,5.6,0.46,0,0,1013.31,14.16,311
2017-07-22,8,partly-cloudy-day,Partly Cloudy,18.48,18.48,0.31,5.92,0.44,0,0,1013.17,15.74,25
2017-07-22,9,partly-cloudy-day,Partly Cloudy,21.84,21.84,0.31,6.57,0.37,0,0,1013.42,14.16,224
2017-07-22,10,partly-cloudy-day,Partly Cloudy,23.78,23.78,0.31,6.71,0.33,0,0,1013.06,14.16,177
2017-07-22,11,clear-day,Clear,25.47,25.47,0.19,6.31,0.29,0,0,1012.54,15.58,219
2017-07-22,12,clear-day,Clear,27.06,27.06,0,6.16,0.26,0,0,1012.1,16.09,199
2017-07-22,13,clear-day,Clear,28.63,28.63,0,5.08,0.22,0,0,1011.52,16.09,213
2017-07-22,14,partly-cloudy-day,Partly Cloudy,29.12,29.12,0.27,4.26,0.21,0,0,1011.15,15.32,230
2017-07-22,15,clear-day,Clear,30.53,30.53,0,3.95,0.19,0,0,1010.5,15.11,228
2017-07-22,16,partly-cloudy-day,Partly Cloudy,31.22,31.22,0.31,3.27,0.17,0,0,1010.09,15.11,224
2017-07-22,17,partly-cloudy-day,Partly Cloudy,31.51,31.51,0.31,3.15,0.17,0,0,1009.93,15.02,247
2017-07-22,18,partly-cloudy-day,Partly Cloudy,31.44,31.44,0.31,3.49,0.17,0,0,1009.63,15.11,221
2017-07-22,19,partly-cloudy-day,Partly Cloudy,31.01,31.01,0.31,2.94,0.17,0,0,1009.72,16.09,248
2017-07-22,20,clear-day,Clear,30.72,30.72,0.17,3.11,0.17,0,0,1009.88,16.05,237
2017-07-22,21,partly-cloudy-day,Partly Cloudy,28.27,28.27,0.31,3.24,0.2,0,0,1010.63,16.09,247
2017-07-22,22,partly-cloudy-night,Partly Cloudy,26.68,26.68,0.31,3.77,0.23,0,0,1011.62,16.09,251
2017-07-22,23,clear-night,Clear,24.89,24.89,0,4.03,0.26,0,0,1012.72,16.09,278
2017-02-27,0,partly-cloudy-night,Partly Cloudy,7.11,6.43,0.31,4.95,0.86,0,0,1020.44,11.28,198
2017-02-27,1,partly-cloudy-night,Partly Cloudy,6.55,6.55,0.31,4.94,0.89,0,0,1020.49,11.2,222
2017-02-27,2,partly-cloudy-night,Mostly Cloudy,6.67,6.67,0.75,5.18,0.9,0,0,1020.19,10.94,179
2017-02-27,3,partly-cloudy-night,Mostly Cloudy,6.73,5.46,0.75,5.18,0.9,0,0,1019.82,10.24,206
2017-02-27,4,cloudy,Overcast,6.72,4.91,1,5.19,0.9,0,0,1019.04,10.24,220
2017-02-27,5,partly-cloudy-night,Mostly Cloudy,6.69,4.71,0.75,5.34,0.91,0,0,1018.78,10.49,229
2017-02-27,6,cloudy,Overcast,6.97,4.57,1,5.71,0.92,0,0,1018.78,10.15,233
2017-02-27,7,cloudy,Overcast,7.04,5.32,0.96,5.81,0.92,0,0,1018.9,9.46,243
2017-02-27,8,cloudy,Overcast,6.89,5.27,1,5.76,0.92,0,0,1018.7,8.51,253
2017-02-27,9,cloudy,Overcast,7.05,4.83,1,6.02,0.93,0,0,1019.3,8.5,250
2017-02-27,10,partly-cloudy-day,Mostly Cloudy,7.54,5.15,0.81,5.59,0.87,0,0,1019.38,9.35,246
2017-02-27,11,partly-cloudy-day,Mostly Cloudy,8.82,6.84,0.75,5.62,0.8,0,0,1019.3,9.98,248
2017-02-27,12,partly-cloudy-day,Mostly Cloudy,10.18,10.18,0.75,4.75,0.69,0,0,1018.58,11.02,240
2017-02-27,13,partly-cloudy-day,Partly Cloudy,11.61,11.61,0.54,4.34,0.61,0,0,1017.53,11.07,223
2017-02-27,14,partly-cloudy-day,Partly Cloudy,12.06,12.06,0.31,3.95,0.58,0,0,1016.23,11.15,222
2017-02-27,15,partly-cloudy-day,Partly Cloudy,12.04,12.04,0.31,3.78,0.57,0,0,1015.36,11.1,223
2017-02-27,16,partly-cloudy-day,Partly Cloudy,11.96,11.96,0.42,3.78,0.57,0,0,1015.17,12.26,233
2017-02-27,17,partly-cloudy-day,Partly Cloudy,12.02,12.02,0.31,4.03,0.58,0,0,1014.65,12.07,239
2017-02-27,18,partly-cloudy-day,Partly Cloudy,11.46,11.46,0.31,4.42,0.62,0,0,1014.6,11.93,246
2017-02-27,19,partly-cloudy-day,Partly Cloudy,10.34,10.34,0.36,4.41,0.67,0,0,1015.13,13.74,244
2017-02-27,20,clear-night,Clear,9.32,6.73,0,4.52,0.72,0,0,1015.14,12.71,236
2017-02-27,21,partly-cloudy-night,Partly Cloudy,8.89,5.89,0.31,4.44,0.74,0,0,1015.38,15.13,235
2017-02-27,22,partly-cloudy-night,Partly Cloudy,8.63,5.6,0.39,4.54,0.76,0,0,1015.64,12.71,238
2017-02-27,23,partly-cloudy-night,Partly Cloudy,8.19,4.97,0.31,4.65,0.78,0,0,1015.53,15.5,244
2017-06-13,0,clear-night,Clear,27.58,27.58,0,8.09,0.29,0,0,1010.42,16.09,138
2017-06-13,1,clear-night,Clear,25.93,25.93,0,9.07,0.35,0,0,1010.99,16.09,138
2017-06-13,2,clear-night,Clear,24.73,24.73,0.06,9.48,0.38,0,0,1011.48,16.09,122
2017-06-13,3,clear-night,Clear,23.61,23.61,0,9.47,0.41,0,0,1011.95,16.09,132
2017-06-13,4,clear-night,Clear,22.63,22.63,0,8.72,0.41,0,0,1012.05,14.32,124
2017-06-13,5,clear-night,Clear,21.76,21.76,0.02,8.89,0.44,0,0,1012.23,16.09,99
2017-06-13,6,clear-night,Clear,20.74,20.74,0,8.83,0.46,0,0,1012.29,15.74,115
2017-06-13,7,clear-day,Clear,20.79,20.79,0,8.71,0.46,0,0,1012.5,15.88,59
2017-06-13,8,clear-day,Clear,22.39,22.39,0.24,8.61,0.41,0,0,1012.25,15.95,70
2017-06-13,9,clear-day,Clear,24.94,24.94,0,8.39,0.35,0,0,1011.78,16.09,83
2017-06-13,10,clear-day,Clear,26.28,26.28,0,8.18,0.32,0,0,1011.35,16.09,123
2017-06-13,11,partly-cloudy-day,Partly Cloudy,27.56,27.56,0.31,8.19,0.3,0,0,1010.75,16.01,108
2017-06-13,12,partly-cloudy-day,Partly Cloudy,29.41,29.41,0.31,8.62,0.27,0,0,1010.05,16.09,164
2017-06-13,13,clear-day,Clear,31.29,31.29,0,8.82,0.25,0,0,1009.78,16.09,181
2017-06-13,14,partly-cloudy-day,Partly Cloudy,32.56,32.56,0.32,8.83,0.23,0,0,1009.14,15.95,179
2017-06-13,15,partly-cloudy-day,Partly Cloudy,33.98,33.98,0.31,8.36,0.21,0,0,1008.1,15.88,191
2017-06-13,16,partly-cloudy-day,Partly Cloudy,34.87,34.87,0.31,8.03,0.19,0,0,1007.1,15.88,183
2017-06-13,17,partly-cloudy-day,Partly Cloudy,35.63,35.63,0.32,7.72,0.18,0,0,1006.68,14.89,205
2017-06-13,18,partly-cloudy-day,Partly Cloudy,35.45,35.45,0.31,7.16,0.18,0,0,1006.08,15.03,211
2017-06-13,19,partly-cloudy-day,Partly Cloudy,35.33,35.33,0.31,7.28,0.18,0,0,1005.92,13.82,215
2017-06-13,20,partly-cloudy-day,Partly Cloudy,34.53,34.53,0.33,6.83,0.18,0,0,1006.15,15.68,198
2017-06-13,21,partly-cloudy-day,Partly Cloudy,32.9,32.9,0.31,7.76,0.21,0,0,1006.29,16.09,200
2017-06-13,22,clear-night,Clear,30.22,30.22,0,7.53,0.24,0,0,1006.82,14.6,202
2017-06-13,23,clear-night,Clear,28.92,28.92,0.02,7.94,0.27,0,0,1008.05,14.73,180
2017-10-03,0,clear-night,Clear,19.17,19.17,,11.79,0.62,0,0,1021.59,16.09,11
2017-10-03,1,clear-night,Clear,18.19,18.19,,11.89,0.67,0,0,1021.7,16.09,36
2017-10-03,2,clear-night,Clear,17,17,0,11.68,0.71,0,0,1021.83,16.09,13
2017-10-03,3,clear-night,Clear,16.48,16.48,,11.69,0.73,0,0,1021.97,16.09,16
2017-10-03,4,clear-night,Clear,16.05,16.05,,11.57,0.75,0,0,1021.96,16.09,9
2017-10-03,5,clear-night,Clear,14.86,14.86,0,11.46,0.8,0,0,1022.06,16.09,23
2017-10-03,6,clear-night,Clear,14.69,14.69,,11.19,0.8,0,0,1022.07,16.01,20
2017-10-03,7,clear-night,Clear,15.69,15.69,,11.66,0.77,0,0,1022.18,15.51,31
2017-10-03,8,clear-night,Clear,14.89,14.89,0,11.51,0.8,0,0,1021.93,15.98,29
2017-10-03,9,clear-day,Clear,16.98,16.98,,11.8,0.72,0,0,1022.69,15.64,38
2017-10-03,10,clear-day,Clear,19.24,19.24,,12.14,0.64,0,0,1022.25,16.09,31
2017-10-03,11,clear-day,Clear,22.01,22.01,0.11,12.39,0.54,0,0,1021.45,16.08,150
2017-10-03,12,clear-day,Clear,23.97,23.97,,12.67,0.49,0,0,1020.76,15.11,140
2017-10-03,13,clear-day,Clear,26.08,26.08,,12.46,0.43,0,0,1019.61,15.11,172
2017-10-03,14,partly-cloudy-day,Partly Cloudy,27.34,27.34,0.29,12.38,0.4,0,0,1018.16,15.27,195
2017-10-03,15,partly-cloudy-day,Partly Cloudy,28.16,28.16,0.31,11.66,0.36,0,0,1016.74,14.95,217
2017-10-03,16,partly-cloudy-day,Partly Cloudy,29.43,29.43,0.31,11.77,0.34,0,0,1015.82,13.52,230
2017-10-03,17,partly-cloudy-day,Partly Cloudy,29.44,29.44,0.31,11.44,0.33,0,0,1015.34,13.45,242
2017-10-03,18,partly-cloudy-day,Partly Cloudy,29.48,29.48,0.31,10.92,0.32,0,0,1014.94,11.93,220
2017-10-03,19,partly-cloudy-day,Partly Cloudy,28.36,28.36,0.31,10.56,0.33,0,0,1014.87,11.93,216
2017-10-03,20,partly-cloudy-night,Partly Cloudy,26.08,26.08,0.32,10.63,0.38,0,0,1015.73,15.39,219
2017-10-03,21,partly-cloudy-night,Partly Cloudy,24.39,24.39,0.31,10.44,0.41,0,0,1016.16,15.87,216
2017-10-03,22,partly-cloudy-night,Partly Cloudy,22.8,22.8,0.31,9.73,0.44,0,0,1017.26,16.09,62
2017-10-03,23,partly-cloudy-night,Partly Cloudy,20.27,20.27,0.31,10.59,0.54,0,0,1018.36,16.09,26
2017-10-10,0,clear-night,Clear,14.37,14.37,,-3.46,0.29,0,0,1019.56,16.09,336
2017-10-10,1,clear-night,Clear,13.3,13.3,,-3.97,0.3,0,0,1020.06,16.09,0
2017-10-10,2,clear-night,Clear,12.57,12.57,0,-3.71,0.32,0,0,1020.22,16.09,27
2017-10-10,3,clear-night,Clear,10.96,10.96,,-3.59,0.36,0,0,1020.85,16.09,31
2017-10-10,4,clear-night,Clear,10.74,10.74,,-3.68,0.36,0,0,1021.08,16.09,34
2017-10-10,5,clear-night,Clear,9.56,9.56,0,-3.67,0.39,0,0,1021.38,16.09,294
2017-10-10,6,clear-night,Clear,10.12,10.12,,-2.8,0.4,0,0,1021.03,16.09,2
2017-10-10,7,clear-night,Clear,10.37,10.37,,-2.26,0.41,0,0,1021.7,16.09,16
2017-10-10,8,partly-cloudy-night,Partly Cloudy,10.25,10.25,0.25,-2.17,0.42,0,0,1021.34,16,34
2017-10-10,9,clear-day,Clear,12.23,12.23,,-1.11,0.4,0,0,1022.86,15.87,31
2017-10-10,10,clear-day,Clear,14.9,14.9,,-0.26,0.35,0,0,1022.54,16.09,75
2017-10-10,11,clear-day,Clear,17.49,17.49,0.07,0.61,0.32,0,0,1021.37,16.09,53
2017-10-10,12,clear-day,Clear,20.59,20.59,,3.12,0.32,0,0,1020.63,15.98,51
2017-10-10,13,clear-day,Clear,23.13,23.13,,3.63,0.28,0,0,1019.57,15.34,131
2017-10-10,14,clear-day,Clear,25.08,25.08,0.07,0.69,0.2,0,0,1018.3,16.09,98
2017-10-10,15,clear-day,Clear,26.53,26.53,,-0.04,0.18,0,0,1016.83,16.09,185
2017-10-10,16,clear-day,Clear,27.43,27.43,,-1.66,0.15,0,0,1015.89,16.09,209
2017-10-10,17,clear-day,Clear,27.74,27.74,0.1,-1.84,0.14,0,0,1015.48,16.09,223
2017-10-10,18,clear-day,Clear,27.29,27.29,,-2.26,0.14,0,0,1015.2,16.09,227
2017-10-10,19,clear-day,Clear,26.26,26.26,,-1.98,0.16,0,0,1015.68,16.09,213
2017-10-10,20,partly-cloudy-night,Partly Cloudy,22.11,22.11,0.28,-2.21,0.2,0,0,1016.71,16.09,209
2017-10-10,21,clear-night,Clear,19.18,19.18,,-1.44,0.25,0,0,1017.89,16.09,205
2017-10-10,22,clear-night,Clear,17.52,17.52,,-1.51,0.27,0,0,1019.09,16.09,16
2017-10-10,23,partly-cloudy-night,Partly Cloudy,15.27,15.27,0.31,-1.59,0.31,0,0,1020,16.01,353
2017-01-24,0,clear-night,Clear,0.41,-1.28,0,-3.46,0.75,0,0,1024.23,15.35,347
2017-01-24,1,clear-night,Clear,-0.4,-2,0,-3.6,0.79,0,0,1024.75,16.06,12
2017-01-24,2,clear-night,Clear,-1.88,-1.88,0,-4.29,0.84,0,0,1024.53,16.09,2
2017-01-24,3,clear-night,Clear,-2.09,-2.09,0,-4.48,0.84,0,0,1024.86,16.03,8
2017-01-24,4,clear-night,Clear,-2.26,-2.26,0,-5.13,0.81,0,0,1025.24,15.72,13
2017-01-24,5,clear-night,Clear,-2.61,-2.61,0,-4.89,0.84,0,0,1025.67,15.95,1
2017-01-24,6,clear-night,Clear,-2.76,-2.76,0,-4.32,0.89,0,0,1026.01,14,345
2017-01-24,7,clear-night,Clear,-2.51,-2.51,0.04,-4.36,0.87,0,0,1025.49,14.9,31
2017-01-24,8,clear-night,Clear,-2.35,-2.35,0,-4.48,0.85,0,0,1026.95,15.22,347
2017-01-24,9,partly-cloudy-day,Partly Cloudy,-1.41,-1.41,0.29,-3.98,0.83,0,0,1027.43,15.42,355
2017-01-24,10,clear-day,Clear,1.62,1.62,0.15,-2.94,0.72,0,0,1026.92,13.78,172
2017-01-24,11,partly-cloudy-day,Partly Cloudy,4.61,4.61,0.31,-2.01,0.62,0,0,1026.66,15.82,54
2017-01-24,12,partly-cloudy-day,Partly Cloudy,7.49,7.49,0.31,-2.24,0.5,0,0,1026.04,15.88,332
2017-01-24,13,clear-day,Clear,9.03,9.03,0.08,-2.24,0.45,0,0,1024.42,16,301
2017-01-24,14,partly-cloudy-day,Partly Cloudy,10.57,10.57,0.31,-1.79,0.42,0,0,1023.05,16.09,288
2017-01-24,15,clear-day,Clear,11.72,11.72,0,-2.21,0.38,0,0,1021.85,16.09,243
2017-01-24,16,clear-day,Clear,11.66,11.66,0,-2.16,0.38,0,0,1021.38,15.06,246
2017-01-24,17,clear-day,Clear,11.37,11.37,0,-2.82,0.37,0,0,1021.25,14.29,235
2017-01-24,18,clear-day,Clear,9.44,8.43,0,-3.05,0.41,0,0,1021.95,13.58,245
2017-01-24,19,clear-night,Clear,5.66,4.39,0.01,-2.99,0.54,0,0,1022.88,15.59,249
2017-01-24,20,clear-night,Clear,4.3,4.3,0,-3.51,0.57,0,0,1024.42,15.05,297
2017-01-24,21,clear-night,Clear,4.21,4.21,0,-3.77,0.56,0,0,1024.95,16.09,327
2017-01-24,22,clear-night,Clear,1.75,1.75,0.02,-4.39,0.64,0,0,1025.44,15.87,13
2017-01-24,23,clear-night,Clear,1.31,-0.1,0,-4.63,0.65,0,0,1025.95,15.68,14
2017-01-01,10,partly-cloudy-day,Mostly Cloudy,-0.41,-0.41,0.75,-2.48,0.86,0,0,1025.8,9.17,152
2017-01-01,11,partly-cloudy-day,Mostly Cloudy,-0.39,-2.1,0.75,-2.57,0.85,0,0,1025.67,9.19,149
2017-01-01,12,partly-cloudy-day,Partly Cloudy,-0.48,-0.48,0.53,-2.47,0.86,0,0,1025.44,9.45,153
2017-01-01,13,partly-cloudy-day,Mostly Cloudy,-0.52,-0.52,0.75,-2.37,0.87,0,0,1024.97,9.8,133
2017-01-01,14,partly-cloudy-day,Mostly Cloudy,-0.52,-0.52,0.75,-2.27,0.88,0,0,1024.66,10.33,143
2017-01-01,15,partly-cloudy-day,Mostly Cloudy,-0.51,-0.51,0.72,-2.17,0.89,0,0,1024.58,10.48,171
2017-01-01,16,partly-cloudy-day,Partly Cloudy,-0.47,-0.47,0.31,-1.86,0.9,0,0,1024.42,10.7,159
2017-01-01,17,partly-cloudy-day,Partly Cloudy,-0.72,-0.72,0.37,-2.11,0.9,0,0,1024.27,8.77,47
2017-01-01,18,partly-cloudy-night,Partly Cloudy,0.1,0.1,0.37,-1.35,0.9,0,0,1024.16,10.62,22
2017-01-01,19,clear-night,Clear,0.14,0.14,0.2,-1,0.92,0,0,1024.52,7.84,62
2017-01-01,20,clear-night,Clear,0.34,0.34,0,-0.96,0.91,0,0,1024.98,7.05,39
2017-01-01,21,partly-cloudy-night,Partly Cloudy,1.24,1.24,0.55,-0.15,0.9,0,0,1025.11,7.16,39
2017-01-01,22,partly-cloudy-night,Partly Cloudy,2.79,2.79,0.37,0.12,0.83,0,0,1025.63,8.11,161
2017-01-01,23,partly-cloudy-night,Partly Cloudy,3.97,3.97,0.37,0.33,0.77,0,0,1025.49,9.38,149
2017-12-30,0,partly-cloudy-night,Partly Cloudy,9.01,7.79,0.31,7.51,0.9,0,0,1027.1,14.69,230
2017-12-30,1,partly-cloudy-night,Partly Cloudy,8.46,7.66,0.35,7.49,0.94,0,0,1026.67,12.12,221
2017-12-30,2,partly-cloudy-night,Partly Cloudy,7.39,7.39,0.31,6.59,0.95,0,0,1027.28,9.16,275
2017-12-30,3,partly-cloudy-night,Mostly Cloudy,7.76,7.76,0.75,7.06,0.95,0,0,1027.37,8.58,252
2017-12-30,4,cloudy,Overcast,8.07,8.07,1,7.76,0.98,0,0,1027.4,8.19,299
2017-12-30,5,partly-cloudy-night,Mostly Cloudy,7.86,7.86,0.75,7.62,0.98,0.0762,0.15,1027.07,7.84,308
2017-12-30,6,cloudy,Overcast,8.92,8.52,1,8.43,0.97,0,0,1027,8.53,284
2017-12-30,7,partly-cloudy-night,Mostly Cloudy,8.86,7.47,0.93,8.54,0.98,0,0,1027.08,7.52,260
2017-12-30,8,partly-cloudy-night,Mostly Cloudy,8.77,7.34,0.75,8.59,0.99,0.0381,0.15,1027.71,6.05,265
2017-12-30,9,partly-cloudy-day,Mostly Cloudy,8.86,7.34,0.75,8.67,0.99,0,0,1028.11,6.74,264
2017-12-30,10,partly-cloudy-day,Partly Cloudy,9.54,8.61,0.57,9.12,0.97,0,0,1028.04,8.84,250
2017-12-30,11,partly-cloudy-day,Partly Cloudy,10.98,10.98,0.31,8.92,0.87,0,0,1028.43,9.82,259
2017-12-30,12,partly-cloudy-day,Partly Cloudy,12.46,12.46,0.31,8.19,0.75,0,0,1027.95,10.04,237
2017-12-30,13,partly-cloudy-day,Partly Cloudy,13.91,13.91,0.35,7.92,0.67,0,0,1026.98,11.31,237
2017-12-30,14,partly-cloudy-day,Partly Cloudy,14.32,14.32,0.31,7.51,0.64,0,0,1026.01,11.36,250
2017-12-30,15,partly-cloudy-day,Partly Cloudy,14.64,14.64,0.31,7.78,0.63,0,0,1025.37,11.36,230
2017-12-30,16,partly-cloudy-day,Partly Cloudy,13.98,13.98,0.32,7.93,0.67,0,0,1025.45,11.36,221
2017-12-30,17,partly-cloudy-day,Partly Cloudy,12.89,12.89,0.31,7.46,0.7,0,0,1025.59,11.51,219
2017-12-30,18,partly-cloudy-night,Partly Cloudy,11.13,11.13,0.31,6.79,0.75,0,0,1026.3,15.03,222
2017-12-30,19,partly-cloudy-night,Partly Cloudy,9.36,9.36,0.31,6.62,0.83,0,0,1027.03,15.59,203
2017-12-30,20,partly-cloudy-night,Partly Cloudy,9.01,9.01,0.31,6.34,0.83,0,0,1027.76,16.09,186
2017-12-30,21,partly-cloudy-night,Partly Cloudy,7.64,7.64,0.31,5.54,0.87,0,0,1028.05,15.66,199
2017-12-30,22,clear-night,Clear,6.76,6.76,0.02,4.88,0.88,0,0,1028.21,12.57,152
2017-12-30,23,clear-night,Clear,6.24,6.24,0,4.58,0.89,0,0,1028.08,11.88,104
2017-11-17,0,partly-cloudy-night,Partly Cloudy,6.02,6.02,0.31,-0.84,0.61,0,0,1022.97,15.92,18
2017-11-17,1,clear-night,Clear,5.06,5.06,0.02,-1.35,0.63,0,0,1023.04,15.64,33
2017-11-17,2,clear-night,Clear,4.86,3.97,0,-1.37,0.64,0,0,1023.21,15.82,12
2017-11-17,3,clear-night,Clear,4.3,4.3,0,-1.39,0.66,0,0,1023.04,15.9,20
2017-11-17,4,clear-night,Clear,3.16,3.16,0.02,-1.35,0.72,0,0,1023.19,15.55,6
2017-11-17,5,partly-cloudy-night,Mostly Cloudy,2.68,2.68,0.75,-1.46,0.74,0,0,1023.43,15.72,352
2017-11-17,6,partly-cloudy-night,Partly Cloudy,2.89,2.89,0.31,-1.41,0.73,0,0,1023.63,15.58,346
2017-11-17,7,partly-cloudy-night,Partly Cloudy,3.22,3.22,0.28,-0.83,0.75,0,0,1022.77,15.76,25
2017-11-17,8,partly-cloudy-night,Partly Cloudy,3.87,3.87,0.29,-0.92,0.71,0,0,1024.09,15.42,22
2017-11-17,9,partly-cloudy-day,Partly Cloudy,6.62,6.62,0.29,-0.16,0.62,0,0,1024.27,15.42,37
2017-11-17,10,partly-cloudy-day,Partly Cloudy,9.68,9.68,0.3,0.35,0.52,0,0,1023.17,14.84,33
2017-11-17,11,partly-cloudy-day,Partly Cloudy,12.5,12.5,0.31,0.57,0.44,0,0,1022.71,15.93,288
2017-11-17,12,partly-cloudy-day,Partly Cloudy,15.36,15.36,0.31,0.37,0.36,0,0,1021.66,15.93,209
2017-11-17,13,partly-cloudy-day,Partly Cloudy,16.88,16.88,0.34,0.08,0.32,0,0,1019.91,16,185
2017-11-17,14,partly-cloudy-day,Partly Cloudy,17.84,17.84,0.31,-0.02,0.3,0,0,1018.73,16.09,181
2017-11-17,15,partly-cloudy-day,Partly Cloudy,18.39,18.39,0.31,0.39,0.3,0,0,1017.57,16.09,165
2017-11-17,16,partly-cloudy-day,Partly Cloudy,18.66,18.66,0.56,0.31,0.29,0,0,1017.2,16.09,125
2017-11-17,17,partly-cloudy-day,Partly Cloudy,16.78,16.78,0.31,0.78,0.34,0,0,1017.34,16.09,261
2017-11-17,18,partly-cloudy-night,Partly Cloudy,13.84,13.84,0.31,0.53,0.4,0,0,1018.24,16.09,260
2017-11-17,19,partly-cloudy-night,Partly Cloudy,11.87,11.87,0.33,0.65,0.46,0,0,1018.76,16.05,290
2017-11-17,20,partly-cloudy-night,Mostly Cloudy,10.29,10.29,0.75,0.68,0.51,0,0,1019.98,15.77,333
2017-11-17,21,partly-cloudy-night,Mostly Cloudy,8.53,8.53,0.75,0.43,0.57,0,0,1020.67,15.92,10
2017-11-17,22,partly-cloudy-night,Partly Cloudy,7.23,7.23,0.35,0.44,0.62,0,0,1021.23,15.8,6
2017-11-17,23,partly-cloudy-night,Mostly Cloudy,7.38,7.38,0.75,-0.27,0.58,0,0,1021.78,15.82,5
2017-09-27,0,clear-night,Clear,15.49,15.49,,4.52,0.48,0,0,1019.3,16.09,352
2017-09-27,1,clear-night,Clear,14.51,14.51,,4.5,0.51,0,0,1019.67,16.09,13
2017-09-27,2,clear-night,Clear,13.47,13.47,0,4.3,0.54,0,0,1020.03,16.09,50
2017-09-27,3,clear-night,Clear,13.54,13.54,,4.24,0.53,0,0,1020.07,16.09,94
2017-09-27,4,clear-night,Clear,12.7,12.7,,5.04,0.6,0,0,1020.18,16.09,59
2017-09-27,5,clear-night,Clear,12.36,12.36,0,5.85,0.64,0,0,1020.47,16.09,12
2017-09-27,6,clear-night,Clear,12.29,12.29,,6.1,0.66,0,0,1020.69,16.09,17
2017-09-27,7,clear-night,Clear,13.15,13.15,,7.33,0.68,0,0,1021.13,16.09,2
2017-09-27,8,partly-cloudy-night,Partly Cloudy,12.66,12.66,0.33,7.68,0.72,0,0,1021.25,15.58,35
2017-09-27,9,partly-cloudy-day,Partly Cloudy,14.14,14.14,0.31,7.93,0.66,0,0,1021.99,14.93,50
2017-09-27,10,partly-cloudy-day,Partly Cloudy,17.19,17.19,0.31,9.21,0.59,0,0,1021.44,15.19,313
2017-09-27,11,partly-cloudy-day,Partly Cloudy,19.66,19.66,0.33,11.17,0.58,0,0,1020.74,13.82,33
2017-09-27,12,clear-day,Clear,21.49,21.49,,11.78,0.54,0,0,1019.93,13.79,190
2017-09-27,13,partly-cloudy-day,Partly Cloudy,23.44,23.44,0.31,11.79,0.48,0,0,1018.87,15.19,181
2017-09-27,14,partly-cloudy-day,Partly Cloudy,24.3,24.3,0.34,11.07,0.43,0,0,1018.24,12.3,143
2017-09-27,15,partly-cloudy-day,Mostly Cloudy,25.31,25.31,0.75,9.76,0.38,0,0,1017.18,12.13,194
2017-09-27,16,partly-cloudy-day,Mostly Cloudy,25.97,25.97,0.75,8.33,0.33,0,0,1016.76,13.05,216
2017-09-27,17,partly-cloudy-day,Mostly Cloudy,25.92,25.92,0.73,7.87,0.32,0,0,1016.52,15.42,214
2017-09-27,18,partly-cloudy-day,Mostly Cloudy,25.55,25.55,0.75,7.28,0.31,0,0,1016.5,15.19,215
2017-09-27,19,partly-cloudy-day,Mostly Cloudy,24.89,24.89,0.75,6.96,0.32,0,0,1017.06,16.09,205
2017-09-27,20,partly-cloudy-day,Mostly Cloudy,23.01,23.01,0.71,6.27,0.34,0,0,1017.68,16.08,210
2017-09-27,21,partly-cloudy-night,Partly Cloudy,20.96,20.96,0.31,6.34,0.39,0,0,1018.33,16.09,217
2017-09-27,22,partly-cloudy-night,Partly Cloudy,19.61,19.61,0.31,6.11,0.41,0,0,1019.63,14.87,182
2017-09-27,23,partly-cloudy-night,Mostly Cloudy,17.91,17.91,0.72,6.48,0.47,0,0,1020.15,14.82,126
2017-11-08,0,clear-night,Clear,6.12,6.12,,1.92,0.74,0,0,1021.99,16.09,331
2017-11-08,1,partly-cloudy-night,Partly Cloudy,5.52,5.52,0.31,1.9,0.77,0,0,1022.5,14.26,340
2017-11-08,2,clear-night,Clear,4.99,4.99,,2.13,0.82,0,0,1022.76,14.26,350
2017-11-08,3,clear-night,Clear,4.81,4.81,,2.21,0.83,0,0,1023.38,14.26,5
2017-11-08,4,partly-cloudy-night,Partly Cloudy,4.1,4.1,0.31,2.21,0.87,0,0,1023.6,11.39,15
2017-11-08,5,partly-cloudy-night,Partly Cloudy,3.98,3.98,0.31,1.9,0.86,0,0,1024.02,11.39,358
2017-11-08,6,partly-cloudy-night,Mostly Cloudy,3.84,3.84,0.75,1.95,0.87,0,0,1024.31,11.41,12
2017-11-08,7,partly-cloudy-night,Partly Cloudy,5.53,5.53,0.34,2.74,0.82,0,0,1024.13,11.62,21
2017-11-08,8,partly-cloudy-day,Partly Cloudy,6.46,4.98,0.31,2.62,0.76,0,0,1024.57,11.68,5
